company_brand,sector,stage,amount_usd,what_it_does,year,city
tamashalive,Gaming,,300000.0,"Tamasha offers a platform for influencers to host live, video based, real money contests and games.",2020,Mumbai
fedo,AI startup,,1000000.0,Artificial Intelligence based Credit Score for Health,2020,Bengaluru
fabhotels,Hospitality,,1000000.0,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,2020,Gurugram
freshokartz,AgriTech,pre series a,1000000.0,"Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides",2020,Jaipur
flexiloans,Fintech,debt financing,6000000.0,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.",2020,Mumbai
agrix,AgriTech,,,"Farming-as-a-service (covering farm machinery and agri input services) and provides market linkages, especially for fragmented farm owners.",2020,Patna
bharatagri,AgriTech,pre series a,,A Smart Farming Technology Platform for Indian Farmers,2020,Pune
freshtohome,E-commerce,series c,121000000.0,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,Bengaluru
credable,Fintech,,4500000.0,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,2020,Mumbai
railofy,Transportation,seed,5000000.0,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,2020,Mumbai
finova capital,Fintech,,55000000.0,Finova Capital is a non-banking financial company.,2020,Jaipur
teachmint,Edtech,seed,3500000.0,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,2020,Bengaluru
peelworks,E-commerce,,3000000.0,Peel-Works is a tech and data analytics company specializing in e-commerce for corner stores.,2020,Mumbai
janani,Fertility tech,pre seed,200000.0,Janani aims to make the process of infertility treatment and assisted fertilisation easier,2020,Bengaluru
credgenics,Fintech,seed,3300000.0,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2020,Gurugram
finelistings,Luxury car startup,,,A Used Luxury Car Marketplace,2020,New Delhi
wellversed,Healthcare,pre series a,,Wellversed Health enables production of customised clinical food products specific to health requirements of a demography or an individual.,2020,New Delhi
jumbotail,E-commerce,series b,11000000.0,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.",2020,Bengaluru
winzo,Gaming startup,,2000000.0,WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,2020,New Delhi
mcaffeine,Cosmetics,series b,5000000.0,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",2020,Mumbai
pocket fm,FM,series a,5000000.0,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,2020,Bengaluru
snackible,Healthcare,bridge,,Snackible operates a health-food production company designed to sell healthy snack food via online and offline channels.,2020,Mumbai
freshtohome,E-commerce,,16000000.0,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,Bengaluru
jumbotail,Retail,series b,11000000.0,Jumbotail is solving an important problem of organising food and grocery ecosystem in India,2020,Bengaluru
nykaa,E-commerce,,,Nykaa is an online marketplace for different beauty and wellness products.,2020,Mumbai
tagz foods,Food,,,TagZ Foods is a supplier of snacks and food products.,2020,Bengaluru
genius teacher,Edtech,,2000000.0,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students",2020,Mumbai
krimanshi feeds,Nutrition sector,,500000.0,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,2020,Jodhpur
origo,AgriTech,debt financing,4000000.0,Provider of marketing and warehousing services for agricultural commodities.,2020,Gurugram
getvantage,Fintech,seed,5000000.0,GetVantage is India and Southeast Asia's first fintech enabled Revenue-based financing platform.,2020,Mumbai
betterplace,Tech platform,series b,10000000.0,Developer of a digital verification platform designed to manage the semi-formal workforce.,2020,Bengaluru
biddano,Healthcare,pre series a,600000.0,India's 1st tech-enabled healthcare logistics platform.,2020,Mumbai
invideo,Video,series a,15000000.0,InVideo enables you to transform your content into great videos.,2020,Mumbai
arzooo,Retail Tech,series a,7500000.0,"Retail tech platform empowering 300,000+ small retailers in electronics space to compete with big organised players and increase sales",2020,Bengaluru
hubilo,Tech company,seed,4500000.0,World’s smartest virtual event platform that brings Experience & Intelligence together,2020,San Francisco
basic home loan,Fintech,seed,5000000.0,"A platform for automating home loans for middle and low-income households in India,",2020,Gurugram
ketos,AI startup,,18000000.0,KETOS provides hardware and software analytics solutions and real-time data for usage and flow across water systems.,2020,San Francisco
sugar cosmetics,Cosmetics,debt financing,2000000.0,It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.,2020,Mumbai
signzy,Fintech,,5400000.0,It is creating 'building blocks for a Digital Trust system.,2020,Bengaluru
ahaguru,Edtech,series a,,"It is conducting IIT JEE Coach for Physics, Math and Chemistry easily.",2020,Chennai
tekion,AI startup,series c,150000000.0,It is a cloud-built platform with advanced machine learning and AI capabilities for a personalized and seamless consumer experience.,2020,San Ramon
brighteye ventures,Edtech,,5400000.0,Education technology venture capital firm.,2020,Paris
ezerx,Medtech,seed,200000.0,Developer and manufacturer of medical devices,2020,Kolkata
vitaltech,HeathTech,seed,3000000.0,"VitalTech is a develop technologies that empower patients to better care for their safety,",2020,Plano
ultraviolette automotive,Automobiles,series b,4000000.0,Ultraviolette Automotive is a technology startup working on electric two-wheelers and energy infrastructure.,2020,Bengaluru
tring,Social Media,,,"Tring is a celebrity engagement platform, for all occasions including birthday, anniversaries, get well soon messages.",2020,Mumbai
rare planet,Retail startup,pre series a,400000.0,Rare Planet sells handicrafts made by local artisans.,2020,Kolkata
goodgamer,Gaming,seed,2500000.0,GoodGamer is India's first Daily Fantasy Sports and true Esports gaming platform.,2020,Bengaluru
innaccel,Medtech,pre series a,1500000.0,"A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.",2020,Bengaluru
tiliter,Retail,,7500000.0,Software that uses computer vision to recognise products without barcodes,2020,Sydney
slintel,Sles and marketing,,4200000.0,"Slintel, a leader in capturing technographics-powered buying intent, helps companies uncover the 3% of active buyers in their target market.",2020,San Francisco Bay Area
soolegal,LegalTech,,4000000.0,"SoOLEGAL is a global integrated directory of lawyers, legal aid organizations, and Law firms.",2020,New Delhi
hobspace,Edtech,seed,200000.0,India's Activity Hub for Kids,2020,Mumbai
supplynote,SaaS,seed,500000.0,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,2020,Noida
hire me car,Car Service,seed,,India's largest cloud based digital discovery and services provisioning platform for the taxi rental,2020,Noida
shopup,E-commerce,series a,22000000.0,"ShopUp provides easy access to B2B sourcing, last-mile logistics, digital credit, and business management solutions to small businesses.",2020,Bangaldesh
harmonizer india,Tech Startup,,,"Energy-efficient solutions based on the Artificial Intelligence, Machine Learning and Internet of Things technology,",2020,Bengaluru
zomato,FoodTech,,52000000.0,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,2020,Gurugram
dukaan,Tech Startup,seed,6000000.0,Developer of an android application designed for businesses to sell online.,2020,Mumbai
credr,Bike marketplace,,2000000.0,India’s Only 100% Inspected and Certified Used Bikes Marketplace.,2020,Mumbai
satyukt,Agri tech,seed,500000.0,An agritech company that provides business to business (B2B) agricultural data,2020,Bengaluru
racenergy,Automobiles,,,RACEnergy builds and deploys battery swapping infrastructure for use in various segments of vehicles.,2020,Hyderabad
tread,Fitness startup,pre seed,1100000.0,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,2020,Bengaluru
anveshan,FoodTech,pre seed,100000.0,Provide quality and healthy food products,2020,Bengaluru
teamonk,Food & Bevarages,pre series a,900000.0,India's Finest Specialty Tea company.,2020,Bengaluru
fleetx,Tech Startup,pre series b,3000000.0,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.",2020,Gurugram
renewate,Real Estate,pre seed,,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.",2020,Pune
tango eye,SaaS,seed,,Retail Video Analytics SaaS product,2020,Chennai
rare planet,Reatil startup,pre series a,,Rare Planet sells handicrafts made by local artisans.,2020,Kolkata
avataa me,AR platform,series a,7000000.0,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,2020,Bengaluru
arrival,EV startup,,118000000.0,Arrival is a technology company that specializes in developing electric vehicles.,2020,London
cover genius,Fintech,,15000000.0,Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies,2020,Sydney
phononic vibes,Deeptech,,2300000.0,"Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",2020,Milano
mikelegal,LegalTech,seed,,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,2020,Gurugram
clair,Fintech,seed,4500000.0,Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,2020,New York
gourmet garden,Consumer Goods,,,Gourmet Garden is a global market leader in chilled convenient packaged herbs.,2020,Palmwoods
miko,AI startup,pre series b,3000000.0,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2020,Mumbai
razorpay,Fintech,series d,100000000.0,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",2020,Bengaluru
ninjacart,Food Industry,,30000000.0,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.",2020,Bengaluru
wow momo,Food Industry,debt financing,5000000.0,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,2020,Kolkata
